fac_id,org_name,facility_name,fac_aka,address1,address2,city,state,zipcode,latitude,longitude,fac_website,fac_net_count,fac_ix_count,fac_carrier_count,sales_email,sales_phone,tech_email,tech_phone,property,voltage_services,last_updated,fac_notes
1191,D-VoiS Broadband Pvt. Ltd.,DV-IDC-MUM01,,"4th floor Tower 2, Vashi Infotech Park",,Navi Mumbai,MH,,19.063195,72.998254,http://www.dvois.com,1,0,0,,,,,,,2025-09-26 00:00:00,
1192,D-VoiS Broadband Pvt. Ltd.,DV-IDC-MAN01,,"Innovation Center,  Manipal Institute of Technology, Manipal University Campus",Madhav Nagar,Manipal,KA,576104,13.352532,74.792822,http://www.dvois.com,1,0,0,,,,,,,2025-09-26 00:00:00,
1193,D-VoiS Broadband Pvt. Ltd.,DV-IDC-BAN01,,"Mantri Mall, No 1, Sampige Rd, Malleshwaram",,Bangalore,KA,560003,12.99163,77.571172,http://www.dvois.com,1,0,0,,,,,,,2025-09-26 00:00:00,
1194,D-VoiS Broadband Pvt. Ltd.,DV-IDC-MGL01,,"Manelkar Plaza, Balmata Circle, D.C. Gate Road",,Mangalore,KA,575001,,,http://www.dvois.com,1,0,0,,,,,,,2025-09-26 00:00:00,
1195,D-VoiS Broadband Pvt. Ltd.,DV-IDC-KOL01,,"Softel Telecom Pvt. Ltd., 224, AJC Bose Road, Krishna Building, Suite No. 911 & 912",,Kolkata,WB,700017,,,http://www.dvois.com,1,0,0,,,,,,,2025-09-26 00:00:00,
1196,D-VoiS Broadband Pvt. Ltd.,DV-IDC-HYD01,,"LANCO Hills Technology Park Pvt Ltd.  SyNo 201, Manikonda, Puppalaguda (SO)",,Hyderabad,AP,500089,,,http://www.dvois.com,1,0,0,,,,,,,2025-09-26 00:00:00,
1197,D-VoiS Broadband Pvt. Ltd.,DV-IDC-PUN01,,"City corporation ltd, Amanora park town, kharadi bypass road, hadapsar",,Pune,MH,411028,18.518404,73.932615,http://www.dvois.com,1,0,0,,,,,,,2025-09-26 00:00:00,
1248,D-VoiS Broadband Pvt. Ltd.,DV-IDC-DEL01,,"C-160 Okhla Industrial Area,Phase 1,",,New Delhi,ND,110020,28.524966,77.275333,http://www.dvois.com,1,0,0,,,,,,,2025-09-26 00:00:00,
1256,CtrlS Datacenters Ltd,CtrlS Hyderabad DC1,,"#16, Software Units Layout, Madhapur (Hitech-City)",Hyderabad,Hyderabad,Telangana,500081,17.436304,78.382204,https://www.ctrls.com/datacenter-hyderabad/,49,3,2,,,,,Owner,,2025-09-26 00:00:00,"Hyderabad DC 1 | No of Racks 1,152 | Built Up Area 1,91,749 Sq.ft | Power Capacity 4 MW | Security Level Six Zone"
1259,CtrlS Datacenters Ltd,CtrlS Mumbai DC1,,"Plot No. GEN 72/1/A, TTC Industrial Area, South Central Road, MIDC Industrial Area,",Mahape,Mumbai,Maharashtra,400710,19.108213,73.023588,http://www.ctrls.in,51,3,3,,,,,,,2025-09-26 00:00:00,"Mumbai DC1 & DC2 | No of Racks: 5,555 | Rated-4 Facility | Area: 3,94,177sq.ft. | Power Capacity: 42 MW | Security Level: Nine Zone"
1622,TATA Communications Ltd,TATA Communications Delhi,,"VSB, Bangla Sahib Road",,New Delhi,,110001,28.630933,77.207955,http://www.tatacommunications.com,73,5,1,,,,,,,2025-09-26 00:00:00,
1771,Web Werks DataCenter Pvt. Ltd.,Web Werks Mumbai 1,,Sigma IT Park,Rabale MIDC,Mumbai,Maharashtra,400701,19.141133,73.008884,http://www.webwerks.in,194,4,1,,,,,,,2025-09-26 00:00:00,
1772,Web Werks DataCenter Pvt. Ltd.,Web Werks Pune 1,,"Blue Ridge, Hinjewadi",Maharashtra,Pune,,411057,18.581465,73.736512,http://www.webwerks.in/datacenter-facilities/pune-datacenter/,8,0,0,,,,,,,2025-09-26 00:00:00,
1886,7 STAR Dot Com Pvt. Ltd,7 STAR Dot Com Pvt. Ltd,,"Mhada Bldg No.8, Flat No.001","Blue Bell Co-Op Hsg Soc, New Link Road, Oshiwara, Andheri (W)",Mumbai,MH,400053,,,http://www.my7star.com,2,0,0,,,,,,,2025-09-26 00:00:00,
1961,RVR Infrastructures Ltd,RVR Hyderabad,RVR Digital,Plot no 17-18,,Hyderabad,Telangana,500081,17.441864,78.391399,http://www.rvrnet.com,0,0,0,,,admin@rvrmail.com,+914044560000,,,2025-09-26 00:00:00,
1982,TATA Communications Ltd,TATA Communications GK1,,VSNL Colony,Greater Kailash I,New Delhi,Delhi,110048,,,http://www.tatacommunications.com/,63,6,2,,,,,,,2025-09-26 00:00:00,
1985,KORE NAP,KORE NAP,,216 Prabhat Centre Annex,,Mumbai,,400710,,,http://www.korenap.com,0,0,0,,,,,,,2025-09-26 00:00:00,
2003,NTTCINS,Netmagic Vikhroli,,"Mehra Industrial Estate, Asha Usha Compound,","LBS Marg, Vikhroli West",Mumbai,Maharastra,400079,19.108487,72.926288,https://services.global.ntt/en-us/,21,0,0,,,,,,,2025-09-26 00:00:00,
2006,Bharti Airtel Limited,Bharti Airtel Santhome,,Bharti Towers,101 Santhome High Road,Chennai,,600028,13.026469,80.27241,http://www.airtel.in,89,3,0,,,,,,,2025-09-26 00:00:00,
2046,Bharti Airtel Limited,Bharti Airtel Mumbai,,"Plot No, TPS-2, 14/3, 2nd floor",,Mumbai,,400054,19.066874,72.835432,http://www.airtel.in,45,0,0,,,,,,,2025-09-26 00:00:00,
2171,SamparK,Sampark,,"47, Powai Plaza",Powai,Mumbai,Ma,400078,19.118436,72.913693,http://www.samparkestates.com,0,0,0,,,,,,,2025-09-26 00:00:00,
2186,OODOO Communications,OODOO Communications,,Elcot Avenue,Sholinganallur,Chennai,TN,600119,,,http://www.oodoo.co.in,1,0,0,,,,,,,2025-09-26 00:00:00,
2310,"Equinix, Inc.",Equinix MB1 - Mumbai (GPX Mumbai 1),GPX Mumbai 1,"Unit A-001, Boomerang Chandivali Farm Road","Near Chandivali Studio, Andheri East Mumbai",Mumbai,Maharashtra,400051,19.113908,72.892742,https://www.equinix.com,256,7,3,,,,,,,2025-09-26 00:00:00,
2319,Nxtra Data Ltd,Nxtra Data Noida DC 2,,192-2-block-b-sector-81,,Noida,,122001,28.548464,77.402103,http://www.nxtradata.com,6,0,0,business@nxtra.in,,gp.singh@nxtra.in,+919717745802,,480 VAC,2026-03-24 00:00:00,[Nxtra by Airtel corporate profile - identical marketing text on all Nxtra records]
2411,Sify Technologies Limited,Sify Greenfort - Noida,,"B7, Block A, Sector 132",Noida Expressway,Noida,UP,201304,28.513835,77.37243,http://datacentre.sify.com/noida-datacentre.html,147,7,0,,,,,,,2025-09-26 00:00:00,
2424,Niss Internet Services Pvt. Ltd.,Niss Broadband-Tirunelveli,,"132,Tiruchendur Road",Palayamkottai,Tirunelveli,TN,627002,8.727028,77.736179,http://www.nissbroadband.com,2,0,0,,,,,,,2025-09-26 00:00:00,
2426,Niss Internet Services Pvt. Ltd.,Niss Broadband-Chennai,,,,Chennai,IN,603103,,,http://www.nissbroadband.com,2,0,0,,,,,,,2025-09-26 00:00:00,
2464,Sify Technologies Limited,Sify Airoli-DC- Mumbai,,"Sify Technologies Ltd, 4/5/6th floor, Reliable Plaza",,Mumbai,,,19.168001,72.99936,http://datacentre.sify.com/,28,2,1,,,,,,,2025-09-26 00:00:00,
2465,Sify Technologies Limited,Sify Rabale - Mumbai,,"Sify Technologies Ltd, Reliable Techspace, Plot No. R -847/ 1/2,","TTC Industrial Area, MIDC, Rabale",Navi Mumbai,Maharastra,400701,,,http://datacentre.sify.com/rabale-datacentre.html,50,4,0,,,,,,,2025-09-26 00:00:00,
2466,Sify Technologies Limited,Sify Vashi - Mumbai,,"Sify Technologies Ltd, VAT 251 floor 5 tower II,",,Navi Mumbai,,,,,http://datacentre.sify.com/,15,2,0,,,,,,,2025-09-26 00:00:00,
2467,Sify Technologies Limited,Sify ITPL - Bangalore,,"Sify Technologies Ltd, Unit No A/303, 3rd Floor",,Bangalore,,560100,,,http://datacentre.sify.com/bangalore-datacentre.html,13,2,0,,,,,,,2025-09-26 00:00:00,
2468,Sify Technologies Limited,Sify Tidel-DC- Chennai,,"Sify Technologies Limited II Floor, TIDEL Park, No.4,","Canal Bank Road, Taramani",Chennai,Tamilnadu,600113,12.989642,80.248491,http://datacentre.sify.com/,60,4,0,,,,,,,2025-09-26 00:00:00,
2497,Nxtra Data Ltd,Nxtra Data Chennai DC 1,,"Plot No: F8, SIPCOT IT Park","Siruseri, Navallur, Kancheepuram Distt",Chennai,,600103,12.84513,80.218906,http://www.nxtradata.com/,19,2,0,business@nxtra.in,,gp.singh@nxtra.in,+919717745802,,480 VAC,2026-03-24 00:00:00,[Nxtra by Airtel corporate profile - identical marketing text on all Nxtra records]
2498,Nxtra Data Ltd,Nxtra Data Mumbai DC 2,,B1069 Chandiwali Farm Road Andheri East Mumbai,,Mumbai,,400072,19.113735,72.893657,http://www.nxtradata.com,9,1,0,business@nxtra.in,,gp.singh@nxtra.in,+919717745802,,480 VAC,2026-03-24 00:00:00,[Nxtra by Airtel corporate profile - identical marketing text on all Nxtra records]
2499,Nxtra Data Ltd,Nxtra Data Manesar DC 1,,"2nd Floor, IT02, CP05",,Gurgaon,,122050,28.378818,76.901561,http://www.nxtradata.com,8,0,0,business@nxtra.in,,gp.singh@nxtra.in,+919717745802,,480 VAC,2026-03-31 00:00:00,[Nxtra by Airtel corporate profile - identical marketing text on all Nxtra records]
2500,Nxtra Data Ltd,Nxtra Data Bangalore DC 1,,Plot No: 111 & 112,"Vijayanagar, EPIP Zone, Whitefield, Bengaluru,",Bangalore,,560066,12.979886,77.725227,http://www.nxtradata.com,16,2,0,business@nxtra.in,,gp.singh@nxtra.in,+919717745802,,480 VAC,2026-03-31 00:00:00,[Nxtra by Airtel corporate profile - identical marketing text on all Nxtra records]
2501,Nxtra Data Ltd,Nxtra Data Pune DC 1,,"3/1 North Tower E-Park MIDC Knowledge Park, Kharadi",,Pune,,411014,18.552334,73.961354,http://www.nxtradata.com,2,0,0,business@nxtra.in,,GP.singh@nxtra.in,+919717745802,,480 VAC,2026-03-24 00:00:00,[Nxtra by Airtel corporate profile - identical marketing text on all Nxtra records]
3248,Syscon Infoway Pvt. Ltd.,Syscon Infoway Mumbai DC1,,"402, Skyline Icon, Andheri Kurla Road, Marol naka,","Andheri East, Mumbai - 400 059",Mumbai,Maharashtra,4000059,,,http://www.sysconinfoway.com/data-center.html,2,0,0,,,,,,,2025-09-26 00:00:00,
3372,MegaHostZone,MegaHostZone,,8/5 Kantanagar Road,,Berhampore,West Bengal,742101,24.110562,88.261621,https://www.megahostzone.com,1,0,0,,,,,,,2025-09-26 00:00:00,
3677,Powergrid Teleservices Limited,Powergrid New Delhi,,"Maharanibag 400/220 kV Sub Station,","Opp. ISBT, Sarai Kale Khan,",New Delhi,Delhi,110013,28.541476,77.235725,http://www.powergridindia.com,3,0,0,,,,,,,2025-09-26 00:00:00,
3678,Powergrid Teleservices Limited,Powergrid Mumbai,,"F-3, MIDC Area, Marol",Andheri East,Mumbai,Maharashtra,400097,19.123921,72.886058,http://www.powergridindia.com,3,0,0,,,,,,,2025-09-26 00:00:00,
3679,Powergrid Teleservices Limited,Powergrid Chennai,TELPOWER,"Terrace Level-II, Block-A South",Tidel Park,Chennai,Tamil Nadu,600113,,,https://www.powergrid.in,5,0,0,deewan@powergrid.in,,mplsnoc@powergrid.in,,Lessee,,2025-09-26 00:00:00,
3683,Star Broadband Services (I) Pvt. Ltd.,Star Broadband Datacentre Delhi,,"D-6/18, Vasant Vihar New Delhi",,New Delhi,New Delhi,110057,28.565612,77.156139,http://www.starith.net,2,0,0,,,,,,,2025-09-26 00:00:00,
3915,Andhra Pradesh State FiberNet Limited,Andhra Pradesh State Fibernet,,"APSFL Network Operations Center, Platinum Jubilee Guest House Road, Kirlampudi Layout, Chinna Waltair,",,Visakhapatnam,Andhra Pradesh,530017,17.721652,83.329723,http://www.apsfl.in,0,0,0,gmnoc-apsfl@ap.gov.in,+919154143307,pmdc.apsfl@ap.gov.in,+917337000840,,,2025-09-26 00:00:00,
3941,CtrlS Datacenters Ltd,CtrlS Noida DC1,,Sector 127,"Plot no. 13, 20130",Noida,Noida,201313,28.533258,77.349243,https://www.ctrls.com/datacenter-noida/,49,3,2,,,,,,,2025-09-26 00:00:00,"Location: Sector 127, Noida | Rated-4 Facility | Floors: B1 + G + 7 + T | Capacity: 8 MW IT Load | Area: 1.02 Lakh sq.ft | Security: 9 Zone Security"
3942,CtrlS Datacenters Ltd,CtrlS Bangalore DC1,,"Veer Sandra,","Electronic City,",Bangalore,Karnataka,560100,12.989871,77.592581,https://www.ctrls.com/datacenter-bangalore/,41,1,2,,,,,Owner,,2025-09-26 00:00:00,"Location: Electronic city, Bengaluru | Rated-4 Facility | Number of Racks - 2000 | Built-up area - 106,536 sq. ft. | LEED Platinum v4 O+M Certified Green Datacenter | Designed and Built for Seismic Zone 3 | B+G+7 Storey Building | IT Power capacity - 12 MW | Elevated DC | Zero Downtime Record"
3944,TATA Communications Ltd,TATA Communications Kolkata,,"1, CIT Rd",,Kolkata,West Bengal,700054,22.589379,88.390912,http://www.tatacommunications.com,42,1,1,,,,,,,2025-09-26 00:00:00,
4033,Sify Technologies Limited,Sify Banjara Hills Hyderabad,,"Plot - 92, Street No.8, Road Number 3, Sagar Society, Banjara Hills, Hyderabad, Telangana 500034",,Hyderabad,Telangana,500034,,,http://www.sifytechnologies.com/,4,0,0,,,,,,,2025-09-26 00:00:00,
4034,Sify Technologies Limited,Sify-LDT-Kolkata,,"Lansdowne Towers, 2/1a Sarat Bose Road, 3rd Floor",,Kolkata,West Bengal,700020,22.539895,88.355135,http://www.sifytechnologies.com/,3,0,0,,,,,,,2025-09-26 00:00:00,
4035,Sify Technologies Limited,Sify Okhla NewDelhi,,"258, Okhla Industrial Area Phase 3",,Delhi,Delhi,110020,28.551749,77.268491,http://www.sifytechnologies.com/,8,0,0,,,,,,,2025-09-26 00:00:00,
4064,Inic Communications Pvt. Ltd.,"Insta-DC, Mumbai",,Powai,,Mumbai,,400072,19.113897,72.89278,https://inic.in,2,0,0,,,,,,,2025-09-26 00:00:00,
4228,NTTCINS,Netmagic Chandivali - MUM-DC05,,Light Hall C Wing Hiranandani Business Park,Saki Vihar Road Chandivali Andheri East,Mumbai,Maharashtra,400072,19.114204,72.889297,https://services.global.ntt/en-us/,27,4,0,,,,,,,2025-09-26 00:00:00,
4377,RailTel Corporation Of India Ltd,Railtel Delhi,,"3rd Floor, Microwave Complex",,New Delhi,New Delhi,110002,,,http://www.railtelindia.com,1,0,0,,,,,,,2025-09-26 00:00:00,
4378,RailTel Corporation Of India Ltd,Railtel Mumbai,,"1st floor, Wester Railway MW complex",,Mumbai,Maharashtra,400011,18.99091,72.824245,http://www.railtelindia.com,0,0,0,,,,,,,2025-09-26 00:00:00,
4379,RailTel Corporation Of India Ltd,Railtel Kolkata,,"14, Strand Road",Kolkata-1,Kolkata,West Bengal,700007,22.586424,88.351506,http://www.railtelindia.com,0,0,0,,,,,,,2025-09-26 00:00:00,
4380,RailTel Corporation Of India Ltd,Railtel Secundrabad,,"2nd Floor,B-Block,Railway Nilyan",,Secundrabad,Telangana,500071,17.43875,78.510782,http://www.railtelindia.com,0,0,0,,,,,,,2025-09-26 00:00:00,
4381,RailTel Corporation Of India Ltd,Railtel Chennai,,"275/E, 4th Floor,EVR Periyar salai",,"Egmore ,Chennai",Tamilnadu,600008,,,http://www.railtelindia.com,0,0,0,,,,,,,2025-09-26 00:00:00,
4464,MistLayer,MistLayer Kerala (CLT01),,ULCCS Ltd Special Economic Zone,Nellikode (PO),Calicut,Kerala,673016,11.640404,75.572205,https://mistlayer.com,0,0,0,,,,,,,2025-09-26 00:00:00,Experimental Facility
4466,Bell Teleservices India Pvt Ltd,Bell Teleservices India Pvt Ltd,,"C-Wing, Mittal Tower",M.G.Road,Bangalore,Karnataka,560001,12.974603,77.609723,http://belltele.in,0,0,0,,,,,,,2025-09-26 00:00:00,
4701,NTTCINS,Netmagic Chennai,,"67, Mathiravedu",Velappanchavadi Poonamallee high road,Chennai,Tamil Nadu,600077,13.060871,80.133915,https://services.global.ntt/en-us/,11,2,0,,,,,,,2025-09-26 00:00:00,
5236,TATA Communications Ltd,TATA Communications VSB Hyderabad,,CFC-1,Software Units Layout - Madhapur,Hyderabad,,500081,,,http://www.tatacommunications.com,22,2,1,,,,,,,2025-09-26 00:00:00,
5419,Gigaline Teleservices Opc Private Limited,GIGALINE Parbhani,,RAVIRAJ COMPLEX STATION ROAD,,Parbhani,Maharashtra,431401,19.269457,76.789069,http://www.gigalinetele.com,0,0,0,,,,,,,2025-09-26 00:00:00,
5546,Remki Communications Private Limited,Fastcom DC Facility - 1,,Plot No. 86&88,"Housing Board, Nallapadu",Guntur,Andhra Pradesh,522002,16.535323,80.593028,https://www.remki.net,2,1,0,sales@remki.net,+918636777770,radhakrishna.r@remki.net,+918636777777,Lessee,48 VDC,2025-09-26 00:00:00,"Andhra Pradesh #1 Green-field Data center located in Guntur, Amaravati."
5554,NTTCINS,Netmagic Noida,,"H223, Sector 63",,Noida,Uttar Pradesh,201301,28.624843,77.376152,https://services.global.ntt/en-us/,23,2,0,,,,,,,2025-09-26 00:00:00,
5700,City Online services Limited,City Online Services Limited,,"701 , Aditya trade Center",Ameerpet,Hyderabad,Telangana,500038,17.436717,78.446524,http://www.cityonlines.com,2,0,0,,,,,,,2025-09-26 00:00:00,
6139,XConnect Data Centers Private Limited,XConnect Amaravati IDC,,"First Floor, NRT Tech Park",,Mangalagiri,Andhra Pradesh,522503,16.422679,80.576885,https://xconnect.co.in,0,0,0,,,,,,,2025-09-26 00:00:00,
6355,City Online services Limited,"City Online Services Ltd , Bengaluru",,"9th Floor , High Point IV",,Bangalore,Karnataka,560001,12.984844,77.588004,http://www.cityonlines.com,1,0,0,,,,,,,2025-09-26 00:00:00,
6356,City Online services Limited,"City Online Services Ltd, Vijayawada",,AVR Arcade,Sai Nagar,Vijayawada,Andhra Pradesh,520010,16.499566,80.655238,http://www.cityonlines.com,1,0,0,,,,,,,2025-09-26 00:00:00,
6357,City Online services Limited,"City Online Servces Ltd , Visakhapatnam",,"MIG 48, Sector 5",MVP Colony,Viskhapatnam,Andhra Pradesh,530017,17.739533,83.335846,http://www.cityonlines.com,0,0,0,,,,,,,2025-09-26 00:00:00,
6524,ESDS Software Solution Ltd.,ESDS Nashik,,"Plot No. B- 24 & 25, NICE Industrial Area",,Nashik,Maharashtra,422007,19.996201,73.747015,https://www.esds.co.in/,3,0,0,,,,,,,2025-09-26 00:00:00,
6525,ESDS Software Solution Ltd.,ESDS Mumbai,,Plot No. Gen 71/1 & 71/1/1 Mahape Circle,,Navi Mumbai,Maharashtra,400710,19.102853,73.021534,https://www.esds.co.in/,2,0,0,,,,,,,2025-09-26 00:00:00,
6588,Cyquator Technologies,Cyquator - Vashi Datacenter,,"Tower No.2, 4th Floor,  International Infotech Park,",,Navi Mumbai,Maharshtra,400703,19.063252,72.998855,http://www.cyquator.com,3,0,0,,,,,,,2025-09-26 00:00:00,
6721,Sheen Telecom Consultants Private Limited,Sheen Telecom Consultants Private Limited,,"Industrial Estate, Rangreth",,Srinagar,Jammu and Kashmir,190007,34.000509,74.793704,http://www.sheen.tel,0,0,0,,,,,,,2025-09-26 00:00:00,
6777,ST Telemedia Global Data Centres (STT GDC),STT Pune 1,,"T-1, V S N L Old Colony, Dighi, Pimpri-Chinchwad",,Pune,Maharashtra,411015,18.604032,73.866068,http://www.sttelemediagdc.com,7,0,1,,,,,,,2025-09-26 00:00:00,"IDC (Jade) Building, Tata Communications"
6778,ST Telemedia Global Data Centres (STT GDC),STT Chennai 1,,"4, Swami Sivananda Salai",,Chennai,,600002,13.068351,80.278869,http://www.sttelemediagdc.com,44,4,2,,,,,,,2025-09-26 00:00:00,
6779,ST Telemedia Global Data Centres (STT GDC),STT Chennai 2,,"226, Red Hills Road, Kallikuppam, Ambattur",,Chennai,,600053,13.132032,80.167437,http://www.sttelemediagdc.com,7,1,0,,,,,,,2025-09-26 00:00:00,
6780,ST Telemedia Global Data Centres (STT GDC),STT Kolkata 1,,"TCL,VSB,Ultadanga, 1/18, CIT SCHME, VII M",,Kolkata,,700054,22.588218,88.392964,http://www.sttelemediagdc.com,57,5,1,,,,,,,2025-09-26 00:00:00,
6781,ST Telemedia Global Data Centres (STT GDC),STT Hyderabad 1,,"Videsh Sanchar Bhavan, CFC-1, Software Units Layout",,Hyderabad,,500081,17.441478,78.377811,http://www.sttelemediagdc.com,24,4,1,,,,,,,2025-09-26 00:00:00,
6782,ST Telemedia Global Data Centres (STT GDC),STT Bangalore 1,,"#18, 19 & 20, EPIP Layout, KIADB, Whitefield",,Bangalore,,560066,12.98123,77.725643,http://www.sttelemediagdc.com,9,1,1,,,,,,,2025-09-26 00:00:00,
6783,ST Telemedia Global Data Centres (STT GDC),STT Bangalore 2,,"No.2, KEB Layout, Sanjaynagar Main Road, Geddalahall",,Bangalore,,560094,,,http://www.sttelemediagdc.com,2,0,0,,,,,,,2025-09-26 00:00:00,
6784,ST Telemedia Global Data Centres (STT GDC),STT Ahmedabad 1,,"Gujarat International Finance Tech City, (GIFT CITY), Gandhnagar , Gujarat",,Ahmedabad,,382355,,,http://www.sttelemediagdc.com,7,0,0,,,,,,,2025-09-26 00:00:00,
6785,ST Telemedia Global Data Centres (STT GDC),STT Delhi 1,,"Broadband Tower, Opp. Savitri Cinema Flyover, Greater Kailash-I",,Delhi,,110084,28.5414,77.237609,http://www.sttelemediagdc.com,25,2,2,,,,,,,2025-09-26 00:00:00,
6786,ST Telemedia Global Data Centres (STT GDC),STT Delhi 2,,"NextGen Tower, Opp. Savitri Cinema Flyover, Greater Kailash-I",,Delhi,,110084,28.541514,77.240201,http://www.sttelemediagdc.com,41,5,1,,,,,,,2025-09-26 00:00:00,
6787,ST Telemedia Global Data Centres (STT GDC),STT Delhi 3,,"Videsh Sanchar Bhavan, Bangla Sahib Road",,Delhi,,110001,28.629954,77.208372,http://www.sttelemediagdc.com,20,4,0,,,,,,,2025-09-26 00:00:00,
6788,ST Telemedia Global Data Centres (STT GDC),STT Mumbai 1,,"Technopolis Knowledge Park, Mahakali Caves Road, Chakala",,Mumbai,,400093,19.116312,72.862963,http://www.sttelemediagdc.com,2,0,0,,,,,,,2025-09-26 00:00:00,
6789,ST Telemedia Global Data Centres (STT GDC),STT Mumbai 2,,"Lokmanya Videsh Sanchar Bhavan, Kashinath Dhuru Marg, OPP. Kirti College, Prahadevi",,Mumbai,,400028,19.021325,72.831062,http://www.sttelemediagdc.com,27,4,0,,,,,,,2025-09-26 00:00:00,
6790,ST Telemedia Global Data Centres (STT GDC),STT Mumbai 3,,"Plot no. C21 & C36, G Block, Bandra Kurla Complex, MMRDA",,Mumbai,,400098,,,http://www.sttelemediagdc.com,5,0,0,,,,,,,2025-09-26 00:00:00,
6888,Pi Datacenters Pvt. Ltd.,Pi Datacenters Amaravati,,"Survey # 49/P, Plot no 12","IT Park, Mangalagiri, Guntur (Dist.)",Amaravati,Andhra Pradesh,522503,16.421067,80.55841,https://pidatacenters.com,4,1,0,,,,,,,2025-09-26 00:00:00,
7363,Airgenie Communications Private Limited,Airgenie Communications Pondicherry,,"Door No.1, 3rd Cross St, Elango Nagar",,Pondicherry,Puducherry,605011,11.939329,79.823702,http://www.airgenie.co.in,1,0,0,,,,,,,2025-09-26 00:00:00,
7377,"Equinix, Inc.",Equinix MB2 - Mumbai (GPX Mumbai 2),GPX Mumbai 2,"Plot 37, Chandivali Farm Road, Andheri East",,Mumbai,Maharashtra,400072,19.109353,72.901441,https://www.equinix.com,58,6,3,,,,,,,2025-09-26 00:00:00,
7650,Vimitel Network Pvt Ltd,VIMITEL VIJAYPUX DC,,"M CTS No - 833 / 2, Goda Bolemala, meenaxi chow Opp Sunil Pharma","CSD - 2, BIJAPUR Bijapur KA",BIJAPUR,KARNATAKA,586101,16.827797,75.71191,http://www.vimitel.com,1,0,0,,,,,,,2025-09-26 00:00:00,
7866,Sify Technologies Limited,Sify-DLF-Kolkata,,"DLF IT Park, Floor 2 Salt Lake City",,Kolkata,West Bengal,700156,22.582097,88.449542,http://ams-ix.in,12,1,0,,,,,,,2025-09-26 00:00:00,
7887,Web Werks DataCenter Pvt. Ltd.,Web Werks NCR 2,AS133296,D 239 Near Danik Jagran,Sector 63,Noida,Uttar Pradesh,201301,28.626683,77.383239,http://www.webwerks.in,21,2,0,,,peering@webwerks.com,,,,2026-08-05 00:00:00,
7988,NTTCINS,Netmagic Bangalore DC02,,"Plot 88/A, S V R Platinum, Adjacent to K S S IDC Complex,","Electronic City, Phase 1",Bangalore,Karnataka,560100,12.839551,77.662274,https://services.global.ntt/en-us/,11,2,0,,,,,,,2025-09-26 00:00:00,
7989,NTTCINS,Netmagic Bangalore DC03,,"Survey No. 146, Kajisonnenehali Village, Bidrahalli,","Hubli, Bangalore East Taluk",Bangalore,Karnataka,560067,13.038333,77.757878,https://services.global.ntt/en-us/,6,1,0,,,,,,,2025-09-26 00:00:00,
